sku,description
AF2320,"AmericanFlags.com is proud to offer these 8' X 12' All-American US flags, which are carefully treated to resist fading, tearing and the shredding you see in foreign-made American flags.
Our own testing reveals that these flags outlast other nylon flags by as much as 33%!
<ul>
<li>Premium 200-denier nylon sourced in the USA, not from China.</li>
<li>Inks stay bright, bold and keep your flag looking sharp.</li>
<li>Nylon fabric is specially treated to resist UV radiation.</li>
<li>Four rows of lock stitching on flag ends to resist wind shredding.</li>
<li>Double rowed stitching on top and bottom flag hems.</li>
<li>Heavy duty roped heading with rust-proof hooks.</li>
<li>Industrial strength canvas header is virtually indestructible.</li>
<li>Appliqu<li>d stars, sewn stripes with color matched stitching.</li>
<li>Lightweight - flies proudly in the lightest breeze and dries quickly.</li>
<li>These flags and all their components are Made in America!</li>
</ul>
AmericanFlags.com sells more US flags than virtually any other online retailer. As such, we buy in bulk and can ship them to you faster and at lower cost.

We guarantee that every flag will stay colorfast for one full year from the date of purchase or we will replace it at NO CHARGE.

Buy genuine American-Made flags from AmericanFlags.com, your trusted name in flags."
AF1460,"These flags are made of the world-famous Bulldog cotton bunting. You will enjoy the rich, vibrant colors, excellent durability and economy. Bulldog brand US flags offer true value in a traditional cotton flag, featuring densely embroidered stars, sewn stripes and hems, and strong polyester headings. Bulldog US flags are made from extra strength cotton weave designed to resist the elements.

* Extra strength weave reduces fabric stress for longer wear.

* Backed by the oldest and largest flag manufacturer in the United States.
 
* Every flag double-inspected to ensure strict compliance with U.S government specifications.

* In stock and ready to ship to your door.

* A better flag for less from AmericanFlags.com - the most trusted name in flags."
812CustomStick,"Measuring 8"" X 12"", these custom stick flags feature high grade nylon and are stapled to an ebonized plastic dowel with a gold topper. These flags are printed one-sided with a mirror image on reverse.

<i>Minimum quantity is 12 pieces and quantity discounts apply to flags made in the same size with the same design.</i>"
AF213103,"<P align=""justify"">These 8"" X 12"" handheld Air Force flags are mounted on a 18"" staff and perfect for indoor or outdoor use at parades, ceremonies or events. The flags feature vivid colors, fine sitching and careful construction designed to honor the U.S. Air Force. Be sure to check out our volume discounts."
AF111200,"Our handheld Christian flags are constructed with the finest quality materials, and specially engineered for durability and beauty. These 8"" X 12"" handheld Christian flags are mounted on staffs that measure 1/4"" by 18."" Be sure to check out our quantity discounts."
AF112100,"Our handheld Episcopal flags are constructed with the finest quality materials, and specially engineered for durability and beauty. These 8"" X 12"" handheld Episcopal flags are mounted on staffs that measure 1/4"" by 18"". Be sure to check out our quantity discounts!"
AF210707,"Our handheld Israel flags are constructed with the finest quality materials, and specially engineered for durability and beauty. These 8"" X 12"" handheld Jewish flags are mounted on staffs that measure 1/4"" by 18"". Be sure to check out our quantity discounts."
EF034411,"Our handheld Papal flags are constructed with the finest quality materials, and specially engineered for durability and beauty. These 8"" X 12"" handheld Papal flags are mounted on staffs that measure 1/4"" by 18."" Be sure to check out our quantity discounts."
AF213100,"These 8"" X 12"" handheld Army flags are mounted on a 18"" staff and perfect for indoor or outdoor use at parades, ceremonies or events. The flags feature vivid colors, fine sitching and careful construction designed to honor the U.S. Army. Be sure to check out our volume discounts."
AF213104,"These 8"" X 12"" handheld Coast Guard flags are mounted on a 18"" staff and perfect for indoor or outdoor use at parades, ceremonies or events. The flags feature vivid colors, fine sitching and careful construction designed to honor the U.S. Coast Guard. Be sure to check out our volume discounts."
EF070411,"These 8"" X 12"" handheld Marine Corps flags are mounted on a 18"" staff and perfect for indoor or outdoor use at parades, ceremonies or events. The flags feature vivid colors, fine sitching and careful construction designed to honor the U.S. Marine Corps. Be sure to check out our volume discounts."
AF213102,"These 8"" X 12"" handheld Navy flags are mounted on a 18"" staff and perfect for indoor or outdoor use at parades, ceremonies or events. The flags feature vivid colors, fine sitching and careful construction designed to honor the U.S. Navy. Be sure to check out our volume discounts."
EF032054,"<p align=""justify"">Printed on luxurious silk-like material, these 8"" X 12"" Ireland flags boast bright colors, reinforced stitching on all four sides and are carefully attached to a black staff with a handsome gold spear topper.<br>

These Ireland flags are perfect for home decoration, parades, parties and celebrations!"
812CANYL,"Ideal for outdoor or indoor display, these 8' X 12' California state flags are made of 100% heavyweight nylon, a 200 denier bunting specially treated to minimize deterioration due to sun, wind and rain. America's first choice for flags, they are extremely durable, fast drying, and boast brilliant, fast colors. These flags are finished with strong canvas headings, reinforced stitching and heavy duty brass grommets. They come with a 1-year colorfast guarantee and will absolutely exceed your expectations. These flags are Made in America and are on sale now!"
NYLCO812,"Ideal for outdoor or indoor display, these state flags are made of Nyl-Glo 100% heavyweight nylon, a 200 denier bunting specially treated to minimize deterioration due to sun, wind and rain. America's first choice for flags, they are extremely durable, fast drying, and boast brilliant, fast colors. These flags are finished with strong canvas headings, reinforced stitching and heavy duty brass grommets. They come with a 1-year colorfast guarantee and will absolutely exceed your expectations. 

These flags are Made in America and are on sale now!"
Delaware8x12,"Ideal for outdoor or indoor display, these Delaware state flags are made of 100% heavyweight nylon, a 200 denier bunting specially treated to minimize deterioration due to sun, wind and rain. America's first choice for flags, they are extremely durable, fast drying, and boast brilliant, fast colors. These flags are finished with strong canvas headings, reinforced stitching and heavy duty brass grommets. They come with a 1-year colorfast guarantee and will absolutely exceed your expectations. <b>These Delaware flags are Made in America and are on sale now!</b>"
FL8X12,"Ideal for outdoor or indoor display, these state flags are made of Nyl-Glo 100% heavyweight nylon, a 200 denier bunting specially treated to minimize deterioration due to sun, wind and rain. America's first choice for flags, they are extremely durable, fast drying, and boast brilliant, fast colors. These flags are finished with strong canvas headings, reinforced stitching and heavy duty brass grommets. They come with a 1-year colorfast guarantee and will absolutely exceed your expectations.

These flags are Made in America and are on sale now!"
VF82221000,"<b>Perma-Nyl Colorfast American Flag Made by Valley Forge</b><br>
Flags exposed to harsh sunlight, wet weather and wide temperature changes require a strong construction material!</b>
<ul>
<li>These flags are Made in America with sturdy 200 denier nylon fabric.</li>
<li>Best resistance to damaging ultraviolet (UV) radiation.</li>
<li>Longest lasting, fade-resistant and tear-resistant material available.</li>
<li>Flies in the lightest breeze.</il>
<li>Provides the brightest colors for a great look.</li>
<li>1-Year manufacturer's ColorFast guarantee.</li></ul>
<b>What is a Perma-Nyl American flag?</b>
<ul><li>Perma-Nyl American flags are made by Valley Forge Flag Company, Inc., one of the world's oldest and largest flag manufacturers.</il>
<li>Each Perma-Nyl US flag is made of 100% nylon using the finest fabrics, designed specifically or outdoor use.</li>
<li>These flags exhibit tremendous strength retention under UV exposure as well as world-class tensile and tear strength.</li>
<li>Nylon provides 25% more toughness than polyester with greater abrasion and tear resistance.</li></ul>
<b>Our Perma-Nyl American flags also feature:</b>
<ul><li>Strong durable GALVANIZED thimbles.</li>
<li>Dense, lock-stitched embroidered stars.</li>
<li>Heavy-gauge canvas headers.</li>
<li>Double-stitched seams and 4 rows of stitching at fly end.</li></ul>
<b>This great American flag is available for immediate shipping to your door. Other websites and big box stores charge $199.99 for this flag. Buy it direct for less from AmericanFlags.com!</b>"
